base,city_style,city,generated_image,predicted_values,target_path,ground_truth,prompt,clip_score,ranking
50_17_r0_d2,_munich,munich,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/50_17_r0_d2___Munich____2.png,"[5.961343288421631, 42.327693939208984, 129.06655883789062]",./urban_data/tencities/GenAI_density/Munich/satellite_images_z17/r0_d2_cv/50_17_r0_d2_cv.jpg,"[6.5, 36.6, 81.8]",Satellite imagery of Munich. The total built-up surface area is 6.5 thousand square meters. The total built-up volume is 36.6 thousand cubic meters. The population in this area is about 81.8.,18.012550354003906,top5
21_63_r0_d2,_munich,munich,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/21_63_r0_d2___Munich____1.png,"[16.304405212402344, 105.1664810180664, 370.0322265625]",./urban_data/tencities/GenAI_density/Munich/satellite_images_z17/r0_d2_cv/21_63_r0_d2_cv.jpg,"[13.7, 73.9, 232.8]",Satellite imagery of Munich. The total built-up surface area is 13.7 thousand square meters. The total built-up volume is 73.9 thousand cubic meters. The population in this area is about 232.8.,17.328405380249023,bottom5
25_27_r0_d0,_munich,munich,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/25_27_r0_d0___Munich____2.png,"[47.18845748901367, 597.8709716796875, 1809.157470703125]",./urban_data/tencities/GenAI_density/Munich/satellite_images_z17/r0_d0_cv/25_27_r0_d0_cv.jpg,"[40.6, 355.4, 1574.5]",Satellite imagery of Munich. The total built-up surface area is 40.6 thousand square meters. The total built-up volume is 355.4 thousand cubic meters. The population in this area is about 1574.5.,17.321775436401367,bottom5
27_43_r0_d2,_munich,munich,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/27_43_r0_d2___Munich____0.png,"[57.717403411865234, 731.80322265625, 2272.508544921875]",./urban_data/tencities/GenAI_density/Munich/satellite_images_z17/r0_d2_cv/27_43_r0_d2_cv.jpg,"[54.0, 493.6, 1199.9]",Satellite imagery of Munich. The total built-up surface area is 54.0 thousand square meters. The total built-up volume is 493.6 thousand cubic meters. The population in this area is about 1199.9.,17.262435913085938,bottom5
46_12_r0_d0,_munich,munich,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/46_12_r0_d0___Munich____1.png,"[31.903844833374023, 268.303466796875, 1226.9561767578125]",./urban_data/tencities/GenAI_density/Munich/satellite_images_z17/r0_d0_cv/46_12_r0_d0_cv.jpg,"[27.7, 169.9, 858.9]",Satellite imagery of Munich. The total built-up surface area is 27.7 thousand square meters. The total built-up volume is 169.9 thousand cubic meters. The population in this area is about 858.9.,17.23161506652832,bottom5
27_6_r0_d1,_munich,munich,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/27_6_r0_d1___Munich____1.png,"[24.007511138916016, 153.2946014404297, 398.97454833984375]",./urban_data/tencities/GenAI_density/Munich/satellite_images_z17/r0_d1_cv/27_6_r0_d1_cv.jpg,"[21.2, 113.9, 224.7]",Satellite imagery of Munich. The total built-up surface area is 21.2 thousand square meters. The total built-up volume is 113.9 thousand cubic meters. The population in this area is about 224.7.,17.05352210998535,bottom5
43_14_r0_d0,_orlando,orlando,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/43_14_r0_d0___Orlando____1.png,"[0.344006478786468, 2.720018863677978, 14.592541694641113]",./urban_data/tencities/GenAI_density/Orlando/satellite_images_z17/r0_d0_cv/43_14_r0_d0_cv.jpg,"[0.0, 0.0, 0.0]",Satellite imagery of Orlando. The total built-up surface area is 0.0 thousand square meters. The total built-up volume is 0.0 thousand cubic meters. The population in this area is about 0.0.,19.12218475341797,top5
43_14_r0_d0,_orlando,orlando,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/43_14_r0_d0___Orlando____2.png,"[0.598204731941223, 4.811713695526123, 9.045991897583008]",./urban_data/tencities/GenAI_density/Orlando/satellite_images_z17/r0_d0_cv/43_14_r0_d0_cv.jpg,"[0.0, 0.0, 0.0]",Satellite imagery of Orlando. The total built-up surface area is 0.0 thousand square meters. The total built-up volume is 0.0 thousand cubic meters. The population in this area is about 0.0.,19.0064754486084,top5
43_14_r0_d0,_orlando,orlando,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/43_14_r0_d0___Orlando____0.png,"[0.129537925124168, 1.366658926010131, 5.451538562774658]",./urban_data/tencities/GenAI_density/Orlando/satellite_images_z17/r0_d0_cv/43_14_r0_d0_cv.jpg,"[0.0, 0.0, 0.0]",Satellite imagery of Orlando. The total built-up surface area is 0.0 thousand square meters. The total built-up volume is 0.0 thousand cubic meters. The population in this area is about 0.0.,18.968244552612305,top5
67_36_r0_d0,_orlando,orlando,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/67_36_r0_d0___Orlando____2.png,"[57.90744400024414, 823.2003173828125, 163.0414581298828]",./urban_data/tencities/GenAI_density/Orlando/satellite_images_z17/r0_d0_cv/67_36_r0_d0_cv.jpg,"[42.0, 388.0, 241.9]",Satellite imagery of Orlando. The total built-up surface area is 42.0 thousand square meters. The total built-up volume is 388.0 thousand cubic meters. The population in this area is about 241.9.,18.8630428314209,top5
47_37_r0_d0,_orlando,orlando,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/47_37_r0_d0___Orlando____2.png,"[51.851593017578125, 408.0079345703125, 287.7326354980469]",./urban_data/tencities/GenAI_density/Orlando/satellite_images_z17/r0_d0_cv/47_37_r0_d0_cv.jpg,"[53.1, 494.7, 379.3]",Satellite imagery of Orlando. The total built-up surface area is 53.1 thousand square meters. The total built-up volume is 494.7 thousand cubic meters. The population in this area is about 379.3.,18.853656768798828,top5
82_20_r0_d1,_orlando,orlando,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/82_20_r0_d1___Orlando____1.png,"[27.679203033447266, 236.2142791748047, 238.70179748535156]",./urban_data/tencities/GenAI_density/Orlando/satellite_images_z17/r0_d1_cv/82_20_r0_d1_cv.jpg,"[27.0, 197.2, 331.8]",Satellite imagery of Orlando. The total built-up surface area is 27.0 thousand square meters. The total built-up volume is 197.2 thousand cubic meters. The population in this area is about 331.8.,17.68662452697754,bottom5
94_46_r0_d1,_orlando,orlando,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/94_46_r0_d1___Orlando____1.png,"[4.910048961639404, 31.138710021972656, 42.4704475402832]",./urban_data/tencities/GenAI_density/Orlando/satellite_images_z17/r0_d1_cv/94_46_r0_d1_cv.jpg,"[6.4, 26.9, 8.3]",Satellite imagery of Orlando. The total built-up surface area is 6.4 thousand square meters. The total built-up volume is 26.9 thousand cubic meters. The population in this area is about 8.3.,17.521095275878906,bottom5
82_20_r0_d1,_orlando,orlando,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/82_20_r0_d1___Orlando____0.png,"[27.13089942932129, 226.73622131347656, 205.5535888671875]",./urban_data/tencities/GenAI_density/Orlando/satellite_images_z17/r0_d1_cv/82_20_r0_d1_cv.jpg,"[27.0, 197.2, 331.8]",Satellite imagery of Orlando. The total built-up surface area is 27.0 thousand square meters. The total built-up volume is 197.2 thousand cubic meters. The population in this area is about 331.8.,17.413644790649414,bottom5
63_31_r0_d1,_orlando,orlando,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/63_31_r0_d1___Orlando____0.png,"[16.4519100189209, 223.96563720703125, 130.2694091796875]",./urban_data/tencities/GenAI_density/Orlando/satellite_images_z17/r0_d1_cv/63_31_r0_d1_cv.jpg,"[10.8, 43.8, 185.0]",Satellite imagery of Orlando. The total built-up surface area is 10.8 thousand square meters. The total built-up volume is 43.8 thousand cubic meters. The population in this area is about 185.0.,17.192394256591797,bottom5
94_46_r0_d1,_orlando,orlando,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/94_46_r0_d1___Orlando____2.png,"[1.985102295875549, 10.971857070922852, 39.90367126464844]",./urban_data/tencities/GenAI_density/Orlando/satellite_images_z17/r0_d1_cv/94_46_r0_d1_cv.jpg,"[6.4, 26.9, 8.3]",Satellite imagery of Orlando. The total built-up surface area is 6.4 thousand square meters. The total built-up volume is 26.9 thousand cubic meters. The population in this area is about 8.3.,16.8724365234375,bottom5
21_39_r0_d0,_mexico,saopaulo,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/21_39_r0_d0___Mexico____2.png,"[78.69759368896484, 809.773681640625, 2927.7294921875]",./urban_data/tencities/GenAI_density/SaoPaulo/satellite_images_z17/r0_d0_cv/21_39_r0_d0_cv.jpg,"[76.5, 835.9, 1880.3]",Satellite imagery of SaoPaulo. The total built-up surface area is 76.5 thousand square meters. The total built-up volume is 835.9 thousand cubic meters. The population in this area is about 1880.3.,18.009292602539062,top5
38_22_r0_d1,_saopaulo,saopaulo,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/38_22_r0_d1___SaoPaulo____1.png,"[67.80350494384766, 2401.46533203125, 1815.775146484375]",./urban_data/tencities/GenAI_density/SaoPaulo/satellite_images_z17/r0_d1_cv/38_22_r0_d1_cv.jpg,"[72.0, 2171.7, 3473.2]",Satellite imagery of SaoPaulo. The total built-up surface area is 72.0 thousand square meters. The total built-up volume is 2171.7 thousand cubic meters. The population in this area is about 3473.2.,17.863174438476562,top5
21_39_r0_d0,_mexico,saopaulo,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/21_39_r0_d0___Mexico____0.png,"[76.0573959350586, 761.515625, 2056.879150390625]",./urban_data/tencities/GenAI_density/SaoPaulo/satellite_images_z17/r0_d0_cv/21_39_r0_d0_cv.jpg,"[76.5, 835.9, 1880.3]",Satellite imagery of SaoPaulo. The total built-up surface area is 76.5 thousand square meters. The total built-up volume is 835.9 thousand cubic meters. The population in this area is about 1880.3.,17.846023559570312,top5
27_66_r0_d1,_saopaulo,saopaulo,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/27_66_r0_d1___SaoPaulo____0.png,"[76.94928741455078, 973.2318115234375, 1052.7078857421875]",./urban_data/tencities/GenAI_density/SaoPaulo/satellite_images_z17/r0_d1_cv/27_66_r0_d1_cv.jpg,"[64.5, 766.6, 2491.9]",Satellite imagery of SaoPaulo. The total built-up surface area is 64.5 thousand square meters. The total built-up volume is 766.6 thousand cubic meters. The population in this area is about 2491.9.,17.807300567626953,top5
27_66_r0_d1,_saopaulo,saopaulo,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/27_66_r0_d1___SaoPaulo____1.png,"[65.78551483154297, 1518.7215576171875, 1230.29248046875]",./urban_data/tencities/GenAI_density/SaoPaulo/satellite_images_z17/r0_d1_cv/27_66_r0_d1_cv.jpg,"[64.5, 766.6, 2491.9]",Satellite imagery of SaoPaulo. The total built-up surface area is 64.5 thousand square meters. The total built-up volume is 766.6 thousand cubic meters. The population in this area is about 2491.9.,17.79856300354004,top5
21_39_r0_d0,_saopaulo,saopaulo,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/21_39_r0_d0___SaoPaulo____2.png,"[76.58002471923828, 1314.6302490234375, 1936.7489013671875]",./urban_data/tencities/GenAI_density/SaoPaulo/satellite_images_z17/r0_d0_cv/21_39_r0_d0_cv.jpg,"[76.5, 835.9, 1880.3]",Satellite imagery of SaoPaulo. The total built-up surface area is 76.5 thousand square meters. The total built-up volume is 835.9 thousand cubic meters. The population in this area is about 1880.3.,16.93305015563965,bottom5
57_23_r0_d1,_saopaulo,saopaulo,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/57_23_r0_d1___SaoPaulo____2.png,"[71.98397064208984, 1126.565673828125, 706.0396728515625]",./urban_data/tencities/GenAI_density/SaoPaulo/satellite_images_z17/r0_d1_cv/57_23_r0_d1_cv.jpg,"[61.5, 906.8, 1442.0]",Satellite imagery of SaoPaulo. The total built-up surface area is 61.5 thousand square meters. The total built-up volume is 906.8 thousand cubic meters. The population in this area is about 1442.0.,16.929031372070312,bottom5
53_71_r0_d0,_saopaulo,saopaulo,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/53_71_r0_d0___SaoPaulo____2.png,"[76.83407592773438, 1097.376220703125, 1525.4560546875]",./urban_data/tencities/GenAI_density/SaoPaulo/satellite_images_z17/r0_d0_cv/53_71_r0_d0_cv.jpg,"[78.7, 1011.5, 2930.4]",Satellite imagery of SaoPaulo. The total built-up surface area is 78.7 thousand square meters. The total built-up volume is 1011.5 thousand cubic meters. The population in this area is about 2930.4.,16.904115676879883,bottom5
25_30_r0_d1,_saopaulo,saopaulo,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/25_30_r0_d1___SaoPaulo____2.png,"[76.1337890625, 1244.43505859375, 1814.0869140625]",./urban_data/tencities/GenAI_density/SaoPaulo/satellite_images_z17/r0_d1_cv/25_30_r0_d1_cv.jpg,"[75.7, 951.4, 1422.3]",Satellite imagery of SaoPaulo. The total built-up surface area is 75.7 thousand square meters. The total built-up volume is 951.4 thousand cubic meters. The population in this area is about 1422.3.,16.86634063720703,bottom5
4_36_r0_d1,_saopaulo,saopaulo,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/4_36_r0_d1___SaoPaulo____2.png,"[68.13156127929688, 1284.1768798828125, 1004.6190185546875]",./urban_data/tencities/GenAI_density/SaoPaulo/satellite_images_z17/r0_d1_cv/4_36_r0_d1_cv.jpg,"[59.8, 788.2, 4290.2]",Satellite imagery of SaoPaulo. The total built-up surface area is 59.8 thousand square meters. The total built-up volume is 788.2 thousand cubic meters. The population in this area is about 4290.2.,16.76453971862793,bottom5
14_32_r0_d0,_singapore,singapore,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/14_32_r0_d0___Singapore____1.png,"[62.88773727416992, 1428.6904296875, 10993.1611328125]",./urban_data/tencities/GenAI_density/Singapore/satellite_images_z17/r0_d0_cv/14_32_r0_d0_cv.jpg,"[63.8, 876.0, 1579.5]",Satellite imagery of Singapore. The total built-up surface area is 63.8 thousand square meters. The total built-up volume is 876.0 thousand cubic meters. The population in this area is about 1579.5.,18.081958770751953,top5
17_40_r1_d1,_singapore,singapore,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/17_40_r1_d1___Singapore____1.png,"[65.3422622680664, 1436.182861328125, 8929.7568359375]",./urban_data/tencities/GenAI_density/Singapore/satellite_images_z17/r1_d1_cv/17_40_r1_d1_cv.jpg,"[52.0, 780.6, 2831.3]",Satellite imagery of Singapore. The total built-up surface area is 52.0 thousand square meters. The total built-up volume is 780.6 thousand cubic meters. The population in this area is about 2831.3.,18.07448959350586,top5
39_40_r1_d0,_singapore,singapore,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/39_40_r1_d0___Singapore____1.png,"[0.5593380928039551, 2.432767152786255, 7.846433162689209]",./urban_data/tencities/GenAI_density/Singapore/satellite_images_z17/r1_d0_cv/39_40_r1_d0_cv.jpg,"[0.0, 0.0, 0.0]",Satellite imagery of Singapore. The total built-up surface area is 0.0 thousand square meters. The total built-up volume is 0.0 thousand cubic meters. The population in this area is about 0.0.,18.01236343383789,top5
3_49_r1_d1,_singapore,singapore,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/3_49_r1_d1___Singapore____2.png,"[0.049596227705478, 0.621717572212219, 2.538431882858276]",./urban_data/tencities/GenAI_density/Singapore/satellite_images_z17/r1_d1_cv/3_49_r1_d1_cv.jpg,"[0.0, 0.0, 0.0]",Satellite imagery of Singapore. The total built-up surface area is 0.0 thousand square meters. The total built-up volume is 0.0 thousand cubic meters. The population in this area is about 0.0.,18.007305145263672,top5
3_49_r1_d1,_singapore,singapore,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/3_49_r1_d1___Singapore____0.png,"[0.039711855351924, 0.495157003402709, 2.082064628601074]",./urban_data/tencities/GenAI_density/Singapore/satellite_images_z17/r1_d1_cv/3_49_r1_d1_cv.jpg,"[0.0, 0.0, 0.0]",Satellite imagery of Singapore. The total built-up surface area is 0.0 thousand square meters. The total built-up volume is 0.0 thousand cubic meters. The population in this area is about 0.0.,18.000402450561523,top5
17_8_r1_d0,_singapore,singapore,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/17_8_r1_d0___Singapore____1.png,"[50.9681510925293, 834.0474243164062, 438.8221130371094]",./urban_data/tencities/GenAI_density/Singapore/satellite_images_z17/r1_d0_cv/17_8_r1_d0_cv.jpg,"[46.9, 505.6, 0.0]",Satellite imagery of Singapore. The total built-up surface area is 46.9 thousand square meters. The total built-up volume is 505.6 thousand cubic meters. The population in this area is about 0.0.,17.019573211669922,bottom5
17_40_r1_d1,_singapore,singapore,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/17_40_r1_d1___Singapore____0.png,"[63.751808166503906, 1373.4462890625, 4992.7529296875]",./urban_data/tencities/GenAI_density/Singapore/satellite_images_z17/r1_d1_cv/17_40_r1_d1_cv.jpg,"[52.0, 780.6, 2831.3]",Satellite imagery of Singapore. The total built-up surface area is 52.0 thousand square meters. The total built-up volume is 780.6 thousand cubic meters. The population in this area is about 2831.3.,16.939228057861328,bottom5
17_55_r1_d0,_singapore,singapore,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/17_55_r1_d0___Singapore____1.png,"[41.39078140258789, 638.0475463867188, 3717.16064453125]",./urban_data/tencities/GenAI_density/Singapore/satellite_images_z17/r1_d0_cv/17_55_r1_d0_cv.jpg,"[16.7, 117.1, 76.4]",Satellite imagery of Singapore. The total built-up surface area is 16.7 thousand square meters. The total built-up volume is 117.1 thousand cubic meters. The population in this area is about 76.4.,16.896780014038086,bottom5
16_55_r1_d1,_singapore,singapore,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/16_55_r1_d1___Singapore____0.png,"[37.01118469238281, 617.260986328125, 3475.33544921875]",./urban_data/tencities/GenAI_density/Singapore/satellite_images_z17/r1_d1_cv/16_55_r1_d1_cv.jpg,"[18.0, 129.5, 127.2]",Satellite imagery of Singapore. The total built-up surface area is 18.0 thousand square meters. The total built-up volume is 129.5 thousand cubic meters. The population in this area is about 127.2.,16.89215850830078,bottom5
39_87_r0_d1,_singapore,singapore,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/39_87_r0_d1___Singapore____1.png,"[44.158180236816406, 684.0291137695312, 1137.8470458984375]",./urban_data/tencities/GenAI_density/Singapore/satellite_images_z17/r0_d1_cv/39_87_r0_d1_cv.jpg,"[9.2, 23.3, 117.1]",Satellite imagery of Singapore. The total built-up surface area is 9.2 thousand square meters. The total built-up volume is 23.3 thousand cubic meters. The population in this area is about 117.1.,16.387779235839844,bottom5
58_28_r0_d2,_stockholm,stockholm,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/58_28_r0_d2___Stockholm____2.png,"[0.646760880947113, 6.42317008972168, 35.08837890625]",./urban_data/tencities/GenAI_density/Stockholm/satellite_images_z17/r0_d2_cv/58_28_r0_d2_cv.jpg,"[0.0, 0.0, 0.0]",Satellite imagery of Stockholm. The total built-up surface area is 0.0 thousand square meters. The total built-up volume is 0.0 thousand cubic meters. The population in this area is about 0.0.,18.577280044555664,top5
58_28_r0_d2,_stockholm,stockholm,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/58_28_r0_d2___Stockholm____0.png,"[0.32296904921531605, 3.636746883392334, 20.9885311126709]",./urban_data/tencities/GenAI_density/Stockholm/satellite_images_z17/r0_d2_cv/58_28_r0_d2_cv.jpg,"[0.0, 0.0, 0.0]",Satellite imagery of Stockholm. The total built-up surface area is 0.0 thousand square meters. The total built-up volume is 0.0 thousand cubic meters. The population in this area is about 0.0.,18.548812866210938,top5
39_48_r1_d1,_stockholm,stockholm,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/39_48_r1_d1___Stockholm____1.png,"[1.312458157539367, 11.456849098205566, 48.5554084777832]",./urban_data/tencities/GenAI_density/Stockholm/satellite_images_z17/r1_d1_cv/39_48_r1_d1_cv.jpg,"[0.1, 0.30000000000000004, 0.5]",Satellite imagery of Stockholm. The total built-up surface area is 0.1 thousand square meters. The total built-up volume is 0.3 thousand cubic meters. The population in this area is about 0.5.,18.297300338745117,top5
39_48_r1_d1,_stockholm,stockholm,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/39_48_r1_d1___Stockholm____0.png,"[1.193096041679382, 10.552331924438477, 52.39121627807617]",./urban_data/tencities/GenAI_density/Stockholm/satellite_images_z17/r1_d1_cv/39_48_r1_d1_cv.jpg,"[0.1, 0.30000000000000004, 0.5]",Satellite imagery of Stockholm. The total built-up surface area is 0.1 thousand square meters. The total built-up volume is 0.3 thousand cubic meters. The population in this area is about 0.5.,18.214155197143555,top5
39_48_r1_d1,_stockholm,stockholm,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/39_48_r1_d1___Stockholm____2.png,"[9.32677173614502, 66.01927947998047, 36.67666244506836]",./urban_data/tencities/GenAI_density/Stockholm/satellite_images_z17/r1_d1_cv/39_48_r1_d1_cv.jpg,"[0.1, 0.30000000000000004, 0.5]",Satellite imagery of Stockholm. The total built-up surface area is 0.1 thousand square meters. The total built-up volume is 0.3 thousand cubic meters. The population in this area is about 0.5.,18.205278396606445,top5
56_10_r1_d0,_stockholm,stockholm,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/56_10_r1_d0___Stockholm____1.png,"[16.858013153076172, 183.8384246826172, 556.9931640625]",./urban_data/tencities/GenAI_density/Stockholm/satellite_images_z17/r1_d0_cv/56_10_r1_d0_cv.jpg,"[13.7, 80.6, 197.7]",Satellite imagery of Stockholm. The total built-up surface area is 13.7 thousand square meters. The total built-up volume is 80.6 thousand cubic meters. The population in this area is about 197.7.,16.79571533203125,bottom5
52_14_r0_d2,_stockholm,stockholm,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/52_14_r0_d2___Stockholm____1.png,"[18.78972816467285, 148.0168914794922, 757.282470703125]",./urban_data/tencities/GenAI_density/Stockholm/satellite_images_z17/r0_d2_cv/52_14_r0_d2_cv.jpg,"[11.6, 32.6, 117.4]",Satellite imagery of Stockholm. The total built-up surface area is 11.6 thousand square meters. The total built-up volume is 32.6 thousand cubic meters. The population in this area is about 117.4.,16.791826248168945,bottom5
56_10_r1_d0,_stockholm,stockholm,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/56_10_r1_d0___Stockholm____0.png,"[13.066875457763672, 79.6681900024414, 323.98333740234375]",./urban_data/tencities/GenAI_density/Stockholm/satellite_images_z17/r1_d0_cv/56_10_r1_d0_cv.jpg,"[13.7, 80.6, 197.7]",Satellite imagery of Stockholm. The total built-up surface area is 13.7 thousand square meters. The total built-up volume is 80.6 thousand cubic meters. The population in this area is about 197.7.,16.653888702392578,bottom5
32_45_r0_d1,_stockholm,stockholm,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/32_45_r0_d1___Stockholm____2.png,"[53.18975067138672, 897.4844970703125, 3981.367431640625]",./urban_data/tencities/GenAI_density/Stockholm/satellite_images_z17/r0_d1_cv/32_45_r0_d1_cv.jpg,"[54.6, 983.0, 4327.3]",Satellite imagery of Stockholm. The total built-up surface area is 54.6 thousand square meters. The total built-up volume is 983.0 thousand cubic meters. The population in this area is about 4327.3.,16.311872482299805,bottom5
32_45_r0_d1,_stockholm,stockholm,/Users/wangzhuoyulucas/SMART /generatedImg/show-case-FID/32_45_r0_d1___Stockholm____0.png,"[56.16551208496094, 984.2197265625, 4484.41357421875]",./urban_data/tencities/GenAI_density/Stockholm/satellite_images_z17/r0_d1_cv/32_45_r0_d1_cv.jpg,"[54.6, 983.0, 4327.3]",Satellite imagery of Stockholm. The total built-up surface area is 54.6 thousand square meters. The total built-up volume is 983.0 thousand cubic meters. The population in this area is about 4327.3.,16.126361846923828,bottom5
